室外温度,湿球温度,总负荷,month,weekday,day,hour,minute,is_holiday
16.73,15.08,0.0,3,2,1,6,30,0
16.73,15.06,877.26,3,2,1,6,40,0
16.61,15.01,1587.08,3,2,1,6,50,0
16.47,14.97,1512.35,3,2,1,7,0,0
16.67,15.03,1118.22,3,2,1,7,10,0
16.76,15.09,1021.15,3,2,1,7,20,0
16.85,15.2,1156.54,3,2,1,7,30,0
16.87,15.2,1101.16,3,2,1,7,40,0
17.08,15.47,1186.4,3,2,1,7,50,0
17.14,15.46,1050.5,3,2,1,8,0,0
17.33,15.61,103.94,3,2,1,8,10,0
17.54,15.65,137.98,3,2,1,8,20,0
17.72,15.74,263.1,3,2,1,8,30,0
17.81,15.82,1050.66,3,2,1,8,40,0
17.96,15.87,1124.25,3,2,1,8,50,0
18.18,15.99,1026.58,3,2,1,9,0,0
18.32,15.93,984.58,3,2,1,9,10,0
18.57,16.1,969.42,3,2,1,9,20,0
18.83,16.44,815.72,3,2,1,9,30,0
18.97,16.41,946.12,3,2,1,9,40,0
19.36,16.59,979.02,3,2,1,9,50,0
19.5,16.65,950.27,3,2,1,10,0,0
19.91,16.84,1094.02,3,2,1,10,10,0
19.98,16.83,1181.55,3,2,1,10,20,0
20.06,16.82,939.35,3,2,1,10,30,0
20.48,16.92,1032.54,3,2,1,10,40,0
20.84,17.06,1056.62,3,2,1,10,50,0
21.35,17.21,1173.26,3,2,1,11,0,0
21.76,17.39,1176.62,3,2,1,11,10,0
22.15,17.51,992.71,3,2,1,11,20,0
22.53,17.7,931.51,3,2,1,11,30,0
23.0,17.86,1117.37,3,2,1,11,40,0
23.05,17.82,969.41,3,2,1,11,50,0
23.19,17.73,971.42,3,2,1,12,0,0
23.55,18.02,1076.05,3,2,1,12,10,0
24.16,18.18,982.0,3,2,1,12,20,0
24.34,18.14,1118.1,3,2,1,12,30,0
24.68,18.1,1066.32,3,2,1,12,40,0
24.96,18.29,1203.28,3,2,1,12,50,0
24.97,18.14,1034.73,3,2,1,13,0,0
25.09,18.04,1129.84,3,2,1,13,10,0
25.09,17.97,1105.72,3,2,1,13,20,0
25.09,17.99,1500.14,3,2,1,13,30,0
25.09,17.92,2001.52,3,2,1,13,40,0
25.09,17.89,2304.3,3,2,1,13,50,0
25.19,17.95,1961.68,3,2,1,14,0,0
25.35,18.03,1616.02,3,2,1,14,10,0
25.22,17.98,1255.32,3,2,1,14,20,0
25.22,18.0,1038.68,3,2,1,14,30,0
25.28,17.87,1077.26,3,2,1,14,40,0
25.23,17.75,1052.83,3,2,1,14,50,0
25.37,17.65,988.06,3,2,1,15,0,0
25.3,17.73,1086.26,3,2,1,15,10,0
25.24,17.68,1057.9,3,2,1,15,20,0
25.13,17.66,1107.85,3,2,1,15,30,0
25.3,17.7,1112.74,3,2,1,15,40,0
25.22,17.57,1109.26,3,2,1,15,50,0
25.07,17.53,1187.05,3,2,1,16,0,0
25.09,17.4,1095.77,3,2,1,16,10,0
25.09,17.45,1458.49,3,2,1,16,20,0
25.18,17.48,2017.36,3,2,1,16,30,0
25.23,17.63,2235.64,3,2,1,16,40,0
25.22,17.65,2491.54,3,2,1,16,50,0
25.21,17.78,2104.25,3,2,1,17,0,0
25.23,17.7,1750.4,3,2,1,17,10,0
25.21,17.73,1529.24,3,2,1,17,20,0
25.09,17.74,1208.31,3,2,1,17,30,0
25.09,17.73,1058.92,3,2,1,17,40,0
25.09,17.73,1196.33,3,2,1,17,50,0
25.03,17.85,1214.61,3,2,1,18,0,0
24.89,17.99,1391.58,3,2,1,18,10,0
24.76,17.97,1469.12,3,2,1,18,20,0
24.72,18.15,937.6,3,2,1,18,30,0
24.77,18.21,0.0,3,2,1,18,40,0
24.67,18.12,0.0,3,2,1,18,50,0
24.55,18.03,0.0,3,2,1,19,0,0
24.41,17.95,0.0,3,2,1,19,10,0
24.27,17.94,0.0,3,2,1,19,20,0
24.03,17.9,0.0,3,2,1,19,30,0
23.8,17.71,0.0,3,2,1,19,40,0
23.67,17.66,0.0,3,2,1,19,50,0
23.51,17.7,0.0,3,2,1,20,0,0
23.27,17.49,0.0,3,2,1,20,10,0
23.2,17.42,0.0,3,2,1,20,20,0
23.06,17.39,0.0,3,2,1,20,30,0
23.12,17.48,0.0,3,2,1,20,40,0
23.07,17.4,0.0,3,2,1,20,50,0
22.89,17.45,0.0,3,2,1,21,0,0
19.55,14.61,0.0,3,3,2,6,30,0
19.51,14.56,1925.29,3,3,2,6,40,0
19.42,14.51,2256.62,3,3,2,6,50,0
19.43,14.58,2092.27,3,3,2,7,0,0
19.43,14.54,1354.32,3,3,2,7,10,0
19.59,14.72,220.21,3,3,2,7,20,0
19.82,14.8,158.56,3,3,2,7,30,0
19.91,14.76,306.76,3,3,2,7,40,0
19.97,14.85,1002.76,3,3,2,7,50,0
19.97,14.82,1259.9,3,3,2,8,0,0
19.96,14.86,1121.97,3,3,2,8,10,0
20.08,15.0,759.92,3,3,2,8,20,0
20.33,14.95,608.05,3,3,2,8,30,0
20.36,14.96,570.45,3,3,2,8,40,0
20.44,15.04,737.65,3,3,2,8,50,0
20.5,15.17,1074.92,3,3,2,9,0,0
20.46,15.0,1172.5,3,3,2,9,10,0
20.47,14.94,1051.24,3,3,2,9,20,0
20.65,15.27,1177.89,3,3,2,9,30,0
20.82,15.29,1059.37,3,3,2,9,40,0
21.01,15.5,866.08,3,3,2,9,50,0
21.11,15.47,611.95,3,3,2,10,0,0
21.32,15.74,615.28,3,3,2,10,10,0
21.46,15.72,944.96,3,3,2,10,20,0
21.52,15.77,1112.73,3,3,2,10,30,0
21.65,15.83,1119.76,3,3,2,10,40,0
21.85,16.09,1245.37,3,3,2,10,50,0
22.15,16.08,1113.0,3,3,2,11,0,0
22.46,16.2,1165.66,3,3,2,11,10,0
22.71,16.42,1217.5,3,3,2,11,20,0
22.98,16.5,1119.0,3,3,2,11,30,0
23.14,16.53,1071.4,3,3,2,11,40,0
23.38,16.72,1088.85,3,3,2,11,50,0
23.7,16.89,1080.39,3,3,2,12,0,0
24.1,17.16,1181.52,3,3,2,12,10,0
24.15,17.11,1065.37,3,3,2,12,20,0
24.22,17.18,1186.85,3,3,2,12,30,0
24.21,17.06,1016.9,3,3,2,12,40,0
24.55,17.36,1133.55,3,3,2,12,50,0
24.61,17.34,1084.9,3,3,2,13,0,0
24.7,17.29,1222.15,3,3,2,13,10,0
24.7,17.26,1184.36,3,3,2,13,20,0
24.81,17.39,1506.8,3,3,2,13,30,0
24.92,17.33,2290.4,3,3,2,13,40,0
24.86,17.28,2348.1,3,3,2,13,50,0
24.93,17.31,1922.8,3,3,2,14,0,0
25.06,17.3,1518.36,3,3,2,14,10,0
25.09,17.3,1189.92,3,3,2,14,20,0
25.23,17.44,1051.23,3,3,2,14,30,0
25.18,17.34,1130.29,3,3,2,14,40,0
25.16,17.41,1002.76,3,3,2,14,50,0
25.12,17.33,1066.32,3,3,2,15,0,0
25.24,17.42,1076.4,3,3,2,15,10,0
25.09,17.36,1114.4,3,3,2,15,20,0
25.11,17.31,1081.23,3,3,2,15,30,0
25.08,17.22,1099.73,3,3,2,15,40,0
25.1,17.33,1179.45,3,3,2,15,50,0
25.09,17.18,1290.77,3,3,2,16,0,0
25.01,17.13,1247.04,3,3,2,16,10,0
24.96,17.21,1571.06,3,3,2,16,20,0
24.97,17.06,2116.18,3,3,2,16,30,0
24.83,17.06,1989.99,3,3,2,16,40,0
24.82,17.07,1557.0,3,3,2,16,50,0
24.82,17.02,1173.39,3,3,2,17,0,0
25.07,17.23,1092.27,3,3,2,17,10,0
25.09,17.32,1170.78,3,3,2,17,20,0
25.1,17.39,1099.9,3,3,2,17,30,0
24.88,17.33,1114.54,3,3,2,17,40,0
24.81,17.26,1265.82,3,3,2,17,50,0
24.7,17.23,1449.0,3,3,2,18,0,0
24.61,17.3,1277.11,3,3,2,18,10,0
24.42,17.2,528.16,3,3,2,18,20,0
24.71,17.15,0.0,3,3,2,18,30,0
24.7,17.14,0.0,3,3,2,18,40,0
24.41,16.91,0.0,3,3,2,18,50,0
24.19,16.85,0.0,3,3,2,19,0,0
24.15,16.96,0.0,3,3,2,19,10,0
23.94,17.09,0.0,3,3,2,19,20,0
23.74,17.13,0.0,3,3,2,19,30,0
23.61,17.02,0.0,3,3,2,19,40,0
23.61,16.99,0.0,3,3,2,19,50,0
23.59,16.99,0.0,3,3,2,20,0,0
23.34,17.43,0.0,3,3,2,20,10,0
22.67,18.08,0.0,3,3,2,20,20,0
22.18,18.36,0.0,3,3,2,20,30,0
21.85,18.26,0.0,3,3,2,20,40,0
21.48,18.06,0.0,3,3,2,20,50,0
21.35,18.01,0.0,3,3,2,21,0,0
17.48,14.64,1813.45,3,4,3,6,30,0
17.53,14.77,2310.07,3,4,3,6,40,0
17.53,14.77,1769.32,3,4,3,6,50,0
17.54,14.76,1358.55,3,4,3,7,0,0
17.73,14.93,628.8,3,4,3,7,10,0
17.65,14.87,155.5,3,4,3,7,20,0
17.52,14.78,151.9,3,4,3,7,30,0
17.54,14.73,277.41,3,4,3,7,40,0
17.71,14.89,909.37,3,4,3,7,50,0
17.82,14.96,1220.74,3,4,3,8,0,0
18.08,15.05,1062.26,3,4,3,8,10,0
18.34,15.29,1037.72,3,4,3,8,20,0
18.17,15.09,1012.82,3,4,3,8,30,0
18.09,15.01,1144.61,3,4,3,8,40,0
18.29,15.18,1176.56,3,4,3,8,50,0
18.35,15.04,1251.16,3,4,3,9,0,0
18.55,15.14,1161.32,3,4,3,9,10,0
18.81,15.33,1101.98,3,4,3,9,20,0
18.9,15.43,1201.25,3,4,3,9,30,0
19.2,15.65,1070.27,3,4,3,9,40,0
19.47,15.79,1231.28,3,4,3,9,50,0
19.71,15.83,1055.29,3,4,3,10,0,0
19.94,16.02,1239.45,3,4,3,10,10,0
20.01,15.99,1216.88,3,4,3,10,20,0
20.36,16.07,1079.96,3,4,3,10,30,0
20.65,16.16,1146.38,3,4,3,10,40,0
20.87,16.19,1062.19,3,4,3,10,50,0
21.08,16.29,1185.95,3,4,3,11,0,0
21.39,16.23,1073.62,3,4,3,11,10,0
21.47,16.18,1233.03,3,4,3,11,20,0
21.59,16.42,1139.56,3,4,3,11,30,0
22.06,16.73,447.77,3,4,3,11,40,0
22.34,16.85,602.54,3,4,3,11,50,0
22.89,17.08,1075.0,3,4,3,12,0,0
22.91,17.2,1172.5,3,4,3,12,10,0
23.02,17.13,1050.51,3,4,3,12,20,0
23.24,17.24,1184.07,3,4,3,12,30,0
23.57,17.37,1176.71,3,4,3,12,40,0
24.0,17.64,1071.8,3,4,3,12,50,0
23.89,17.48,1164.07,3,4,3,13,0,0
24.23,17.62,1069.14,3,4,3,13,10,0
23.79,17.58,1603.8,3,4,3,13,20,0
23.95,17.64,2207.22,3,4,3,13,30,0
23.95,17.54,2429.5,3,4,3,13,40,0
23.92,17.59,1888.25,3,4,3,13,50,0
24.43,17.84,1466.39,3,4,3,14,0,0
24.7,18.07,1078.6,3,4,3,14,10,0
24.69,18.01,1057.25,3,4,3,14,20,0
24.55,18.05,1163.69,3,4,3,14,30,0
24.71,18.08,1011.66,3,4,3,14,40,0
24.84,18.04,1204.5,3,4,3,14,50,0
24.74,18.03,1035.72,3,4,3,15,0,0
24.78,18.04,1152.71,3,4,3,15,10,0
24.56,17.96,1157.3,3,4,3,15,20,0
24.49,17.92,1164.28,3,4,3,15,30,0
24.49,17.88,1244.12,3,4,3,15,40,0
24.35,17.75,1579.94,3,4,3,15,50,0
24.53,17.85,2054.02,3,4,3,16,0,0
24.2,17.76,2263.05,3,4,3,16,10,0
24.36,17.95,1821.66,3,4,3,16,20,0
24.43,17.91,1327.49,3,4,3,16,30,0
24.46,17.98,1128.88,3,4,3,16,40,0
24.57,18.0,1086.48,3,4,3,16,50,0
24.55,18.0,1237.98,3,4,3,17,0,0
24.47,17.92,1218.25,3,4,3,17,10,0
24.21,17.84,1183.59,3,4,3,17,20,0
23.98,17.62,1071.7,3,4,3,17,30,0
23.82,17.53,1285.7,3,4,3,17,40,0
23.64,17.4,1335.5,3,4,3,17,50,0
23.62,17.43,1226.66,3,4,3,18,0,0
23.61,17.51,1145.34,3,4,3,18,10,0
23.61,17.51,1327.04,3,4,3,18,20,0
23.61,17.47,657.79,3,4,3,18,30,0
23.73,17.51,0.0,3,4,3,18,40,0
23.71,17.77,0.0,3,4,3,18,50,0
23.52,17.69,0.0,3,4,3,19,0,0
23.55,17.49,0.0,3,4,3,19,10,0
23.6,17.69,0.0,3,4,3,19,20,0
23.44,17.56,0.0,3,4,3,19,30,0
23.34,17.57,0.0,3,4,3,19,40,0
23.23,17.65,0.0,3,4,3,19,50,0
23.05,17.58,0.0,3,4,3,20,0,0
23.02,17.7,0.0,3,4,3,20,10,0
22.7,17.67,0.0,3,4,3,20,20,0
22.54,17.54,0.0,3,4,3,20,30,0
22.54,17.55,0.0,3,4,3,20,40,0
22.54,17.55,0.0,3,4,3,20,50,0
22.34,17.34,0.0,3,4,3,21,0,0
17.81,15.61,1865.1,3,0,6,6,30,0
17.94,15.69,681.1,3,0,6,6,40,0
17.95,15.61,466.75,3,0,6,6,50,0
17.93,15.57,708.92,3,0,6,7,0,0
17.94,15.4,1287.84,3,0,6,7,10,0
17.94,15.23,1175.08,3,0,6,7,20,0
18.03,15.2,1168.48,3,0,6,7,30,0
18.07,15.21,1220.15,3,0,6,7,40,0
18.16,15.22,1104.49,3,0,6,7,50,0
18.3,15.37,1081.7,3,0,6,8,0,0
18.51,15.46,1270.12,3,0,6,8,10,0
18.84,14.95,1195.26,3,0,6,8,20,0
18.89,13.94,1211.88,3,0,6,8,30,0
19.25,13.69,1153.02,3,0,6,8,40,0
19.65,13.57,1137.71,3,0,6,8,50,0
19.92,13.44,1284.9,3,0,6,9,0,0
19.99,13.29,1063.61,3,0,6,9,10,0
20.19,13.33,1092.88,3,0,6,9,20,0
20.5,13.49,1244.56,3,0,6,9,30,0
20.41,13.41,1195.14,3,0,6,9,40,0
20.86,13.66,1173.18,3,0,6,9,50,0
21.15,13.7,1220.95,3,0,6,10,0,0
21.35,13.87,1127.35,3,0,6,10,10,0
21.53,13.95,1240.41,3,0,6,10,20,0
21.86,14.05,1311.76,3,0,6,10,30,0
22.31,14.27,1359.99,3,0,6,10,40,0
22.8,14.5,1253.82,3,0,6,10,50,0
22.6,14.46,1287.22,3,0,6,11,0,0
23.04,14.5,1387.72,3,0,6,11,10,0
23.32,14.55,1927.6,3,0,6,11,20,0
23.66,14.89,2401.42,3,0,6,11,30,0
24.01,14.99,2164.6,3,0,6,11,40,0
24.2,15.19,1115.35,3,0,6,11,50,0
24.14,15.16,262.77,3,0,6,12,0,0
24.04,15.1,251.34,3,0,6,12,10,0
24.25,15.21,937.08,3,0,6,12,20,0
24.68,15.39,1221.38,3,0,6,12,30,0
25.08,15.57,1238.26,3,0,6,12,40,0
24.99,15.7,1078.26,3,0,6,12,50,0
25.02,15.66,1138.87,3,0,6,13,0,0
25.01,15.68,1084.24,3,0,6,13,10,0
25.59,16.01,1111.34,3,0,6,13,20,0
25.43,16.04,1525.97,3,0,6,13,30,0
25.43,16.07,2011.88,3,0,6,13,40,0
25.15,15.75,2360.62,3,0,6,13,50,0
25.09,15.77,2441.94,3,0,6,14,0,0
25.12,15.79,2267.04,3,0,6,14,10,0
25.18,15.78,1802.22,3,0,6,14,20,0
25.26,15.72,1542.11,3,0,6,14,30,0
25.6,15.98,1218.96,3,0,6,14,40,0
25.44,15.98,1045.58,3,0,6,14,50,0
25.2,15.83,1200.37,3,0,6,15,0,0
25.44,15.97,1219.7,3,0,6,15,10,0
25.36,16.02,1351.4,3,0,6,15,20,0
25.47,15.89,1966.6,3,0,6,15,30,0
25.16,15.81,2213.53,3,0,6,15,40,0
24.97,15.86,2141.54,3,0,6,15,50,0
25.08,15.8,1664.78,3,0,6,16,0,0
25.13,15.83,1353.55,3,0,6,16,10,0
25.32,15.89,1097.34,3,0,6,16,20,0
25.29,15.89,1086.8,3,0,6,16,30,0
25.34,15.77,1391.88,3,0,6,16,40,0
25.27,15.78,1752.58,3,0,6,16,50,0
25.08,15.77,2248.74,3,0,6,17,0,0
25.1,15.85,2314.15,3,0,6,17,10,0
25.17,15.68,1747.59,3,0,6,17,20,0
24.95,15.58,1470.45,3,0,6,17,30,0
24.86,15.63,1119.7,3,0,6,17,40,0
24.71,15.54,1059.16,3,0,6,17,50,0
24.69,15.47,1314.76,3,0,6,18,0,0
24.59,15.47,1523.58,3,0,6,18,10,0
24.31,15.32,643.54,3,0,6,18,20,0
24.04,15.12,0.0,3,0,6,18,30,0
23.69,14.99,0.0,3,0,6,18,40,0
23.59,15.03,0.0,3,0,6,18,50,0
23.29,15.05,0.0,3,0,6,19,0,0
23.15,14.97,0.0,3,0,6,19,10,0
23.04,14.9,0.0,3,0,6,19,20,0
22.87,14.88,0.0,3,0,6,19,30,0
22.69,14.66,0.0,3,0,6,19,40,0
22.76,14.26,0.0,3,0,6,19,50,0
22.53,14.12,0.0,3,0,6,20,0,0
22.54,14.24,0.0,3,0,6,20,10,0
22.55,14.29,0.0,3,0,6,20,20,0
22.51,14.3,0.0,3,0,6,20,30,0
22.28,13.97,0.0,3,0,6,20,40,0
22.27,13.86,0.0,3,0,6,20,50,0
22.26,13.91,0.0,3,0,6,21,0,0
18.33,14.73,0.0,3,1,7,6,30,0
18.43,14.75,0.0,3,1,7,6,40,0
18.36,14.49,0.0,3,1,7,6,50,0
18.34,14.28,0.0,3,1,7,7,0,0
18.44,14.29,650.04,3,1,7,7,10,0
18.53,14.32,1395.51,3,1,7,7,20,0
18.7,14.44,1917.34,3,1,7,7,30,0
18.85,14.46,1991.81,3,1,7,7,40,0
18.89,14.57,1470.0,3,1,7,7,50,0
18.9,14.69,1107.12,3,1,7,8,0,0
19.13,14.59,1182.73,3,1,7,8,10,0
19.34,14.07,1124.0,3,1,7,8,20,0
19.53,13.68,1132.59,3,1,7,8,30,0
19.72,13.85,1061.04,3,1,7,8,40,0
19.93,13.79,1214.25,3,1,7,8,50,0
20.1,13.33,1125.04,3,1,7,9,0,0
20.4,13.15,1056.81,3,1,7,9,10,0
20.6,13.11,1162.26,3,1,7,9,20,0
21.02,13.64,1057.13,3,1,7,9,30,0
21.31,14.12,1109.42,3,1,7,9,40,0
21.51,14.17,985.17,3,1,7,9,50,0
21.68,14.36,935.8,3,1,7,10,0,0
21.86,14.36,1178.46,3,1,7,10,10,0
21.9,14.5,1180.63,3,1,7,10,20,0
22.38,15.13,1108.56,3,1,7,10,30,0
22.46,15.42,1045.58,3,1,7,10,40,0
22.54,15.7,1126.61,3,1,7,10,50,0
22.64,15.97,1121.22,3,1,7,11,0,0
22.69,16.15,1186.76,3,1,7,11,10,0
22.98,16.46,1112.88,3,1,7,11,20,0
23.34,16.74,1170.48,3,1,7,11,30,0
23.37,16.73,1121.83,3,1,7,11,40,0
23.91,17.05,1178.32,3,1,7,11,50,0
24.2,17.13,1064.28,3,1,7,12,0,0
24.46,17.3,1116.95,3,1,7,12,10,0
24.67,17.65,1063.08,3,1,7,12,20,0
25.09,17.73,1169.4,3,1,7,12,30,0
25.1,17.78,1097.01,3,1,7,12,40,0
25.31,18.0,1197.94,3,1,7,12,50,0
25.08,17.84,1066.84,3,1,7,13,0,0
25.33,17.8,1173.18,3,1,7,13,10,0
25.65,17.82,1152.31,3,1,7,13,20,0
25.64,17.88,1829.6,3,1,7,13,30,0
25.41,17.63,2100.04,3,1,7,13,40,0
25.26,17.5,1926.35,3,1,7,13,50,0
25.49,17.63,2032.98,3,1,7,14,0,0
25.56,17.6,2169.98,3,1,7,14,10,0
25.77,17.76,1916.54,3,1,7,14,20,0
25.99,17.92,1370.2,3,1,7,14,30,0
25.84,17.91,1101.41,3,1,7,14,40,0
26.06,17.94,1006.01,3,1,7,14,50,0
25.65,17.83,1229.19,3,1,7,15,0,0
25.41,17.7,1199.04,3,1,7,15,10,0
25.49,17.74,1341.76,3,1,7,15,20,0
25.52,17.91,1849.14,3,1,7,15,30,0
25.67,18.27,2030.86,3,1,7,15,40,0
25.41,18.08,2296.9,3,1,7,15,50,0
25.35,18.15,2058.5,3,1,7,16,0,0
25.39,18.37,1691.56,3,1,7,16,10,0
25.39,18.32,1492.66,3,1,7,16,20,0
25.12,18.25,1195.3,3,1,7,16,30,0
25.29,18.48,1067.01,3,1,7,16,40,0
25.41,18.24,1335.82,3,1,7,16,50,0
25.27,18.24,1254.3,3,1,7,17,0,0
25.1,18.31,1530.8,3,1,7,17,10,0
25.07,18.35,2021.49,3,1,7,17,20,0
25.09,18.36,1710.41,3,1,7,17,30,0
25.09,18.27,1307.58,3,1,7,17,40,0
25.09,18.35,1387.8,3,1,7,17,50,0
25.08,18.33,1456.6,3,1,7,18,0,0
24.85,18.07,1389.93,3,1,7,18,10,0
24.56,17.87,1305.2,3,1,7,18,20,0
24.33,17.72,248.48,3,1,7,18,30,0
24.16,17.64,0.0,3,1,7,18,40,0
23.99,17.65,0.0,3,1,7,18,50,0
23.68,17.46,0.0,3,1,7,19,0,0
23.58,17.29,0.0,3,1,7,19,10,0
23.42,17.03,0.0,3,1,7,19,20,0
23.21,16.95,0.0,3,1,7,19,30,0
23.06,16.9,0.0,3,1,7,19,40,0
23.0,16.84,0.0,3,1,7,19,50,0
22.93,16.82,0.0,3,1,7,20,0,0
22.92,16.88,0.0,3,1,7,20,10,0
22.77,16.8,0.0,3,1,7,20,20,0
22.56,16.72,0.0,3,1,7,20,30,0
22.54,16.72,0.0,3,1,7,20,40,0
22.54,16.78,0.0,3,1,7,20,50,0
22.51,16.9,0.0,3,1,7,21,0,0
18.97,15.56,0.0,3,2,8,6,30,0
19.01,15.67,0.0,3,2,8,6,40,0
19.02,15.73,321.34,3,2,8,6,50,0
18.93,15.69,1200.16,3,2,8,7,0,0
18.78,15.73,1387.33,3,2,8,7,10,0
18.78,15.74,1430.06,3,2,8,7,20,0
18.88,15.82,1060.38,3,2,8,7,30,0
19.11,15.97,1155.41,3,2,8,7,40,0
19.34,16.17,1138.54,3,2,8,7,50,0
19.5,16.23,1050.28,3,2,8,8,0,0
19.63,16.31,1028.78,3,2,8,8,10,0
19.88,16.59,1110.25,3,2,8,8,20,0
20.0,16.61,1133.97,3,2,8,8,30,0
20.25,16.79,1104.07,3,2,8,8,40,0
20.48,17.02,1087.87,3,2,8,8,50,0
20.6,17.18,1044.63,3,2,8,9,0,0
20.77,17.58,1188.46,3,2,8,9,10,0
21.02,18.0,1138.91,3,2,8,9,20,0
21.26,18.16,1097.22,3,2,8,9,30,0
21.41,18.39,1228.8,3,2,8,9,40,0
21.5,18.42,1127.02,3,2,8,9,50,0
22.05,18.77,1064.28,3,2,8,10,0,0
22.38,19.12,1172.27,3,2,8,10,10,0
22.46,19.23,1046.26,3,2,8,10,20,0
22.75,19.27,1136.25,3,2,8,10,30,0
23.06,19.36,1093.04,3,2,8,10,40,0
23.06,19.29,1146.16,3,2,8,10,50,0
23.09,19.23,1082.4,3,2,8,11,0,0
23.48,19.52,1210.9,3,2,8,11,10,0
23.86,19.73,1151.78,3,2,8,11,20,0
24.04,19.79,1059.71,3,2,8,11,30,0
24.13,19.79,1167.47,3,2,8,11,40,0
24.51,19.98,1030.5,3,2,8,11,50,0
24.75,19.95,1193.81,3,2,8,12,0,0
25.06,20.34,937.74,3,2,8,12,10,0
25.33,20.27,1154.18,3,2,8,12,20,0
25.12,20.12,1110.27,3,2,8,12,30,0
25.05,20.26,1058.58,3,2,8,12,40,0
25.09,20.13,1094.7,3,2,8,12,50,0
24.91,20.07,1051.7,3,2,8,13,0,0
25.04,20.15,1174.17,3,2,8,13,10,0
25.3,20.16,1067.76,3,2,8,13,20,0
25.58,20.14,1085.75,3,2,8,13,30,0
25.57,20.25,1059.87,3,2,8,13,40,0
25.64,20.12,1127.9,3,2,8,13,50,0
25.35,19.98,1085.14,3,2,8,14,0,0
25.13,19.77,1123.59,3,2,8,14,10,0
25.4,19.91,1019.98,3,2,8,14,20,0
25.67,20.02,1107.49,3,2,8,14,30,0
25.81,20.03,1078.98,3,2,8,14,40,0
25.67,19.91,1452.85,3,2,8,14,50,0
25.36,19.77,1896.83,3,2,8,15,0,0
25.49,19.84,2254.74,3,2,8,15,10,0
25.65,19.79,2268.63,3,2,8,15,20,0
25.5,19.74,2507.01,3,2,8,15,30,0
25.6,19.95,1807.76,3,2,8,15,40,0
25.77,20.11,1601.22,3,2,8,15,50,0
26.13,20.29,1115.97,3,2,8,16,0,0
26.06,20.35,1023.58,3,2,8,16,10,0
25.65,20.03,1190.57,3,2,8,16,20,0
25.62,20.11,1543.7,3,2,8,16,30,0
25.58,20.06,2099.82,3,2,8,16,40,0
25.14,19.78,2353.06,3,2,8,16,50,0
25.14,19.84,2286.77,3,2,8,17,0,0
25.28,19.76,1891.6,3,2,8,17,10,0
25.07,19.73,1646.22,3,2,8,17,20,0
25.09,19.76,1205.93,3,2,8,17,30,0
25.09,19.75,1043.28,3,2,8,17,40,0
25.1,19.8,1149.04,3,2,8,17,50,0
25.09,19.83,1229.96,3,2,8,18,0,0
25.1,19.88,1237.78,3,2,8,18,10,0
25.07,19.88,1171.84,3,2,8,18,20,0
25.09,19.92,0.0,3,2,8,18,30,0
25.06,19.95,0.0,3,2,8,18,40,0
24.92,19.89,0.0,3,2,8,18,50,0
24.8,19.84,0.0,3,2,8,19,0,0
24.69,19.75,0.0,3,2,8,19,10,0
24.54,19.72,0.0,3,2,8,19,20,0
24.42,19.63,0.0,3,2,8,19,30,0
24.2,19.5,0.0,3,2,8,19,40,0
24.1,19.55,0.0,3,2,8,19,50,0
24.01,19.54,0.0,3,2,8,20,0,0
24.02,19.53,0.0,3,2,8,20,10,0
24.0,19.48,0.0,3,2,8,20,20,0
23.74,19.64,0.0,3,2,8,20,30,0
23.61,19.71,0.0,3,2,8,20,40,0
23.53,19.73,0.0,3,2,8,20,50,0
23.47,19.65,0.0,3,2,8,21,0,0
21.35,19.2,0.0,3,3,9,6,30,0
21.19,18.99,0.0,3,3,9,6,40,0
21.18,18.98,0.0,3,3,9,6,50,0
21.13,19.09,926.04,3,3,9,7,0,0
21.05,19.09,2177.5,3,3,9,7,10,0
21.05,19.11,2502.92,3,3,9,7,20,0
21.13,19.12,2185.74,3,3,9,7,30,0
21.38,19.35,1806.58,3,3,9,7,40,0
21.45,19.35,1550.64,3,3,9,7,50,0
21.47,19.41,1066.43,3,3,9,8,0,0
21.63,19.41,181.95,3,3,9,8,10,0
21.83,19.53,215.65,3,3,9,8,20,0
21.99,19.62,956.32,3,3,9,8,30,0
22.08,19.65,1193.34,3,3,9,8,40,0
22.32,19.89,1074.45,3,3,9,8,50,0
22.53,19.94,1080.08,3,3,9,9,0,0
22.64,19.99,942.45,3,3,9,9,10,0
22.92,20.2,1041.72,3,3,9,9,20,0
23.02,20.26,841.63,3,3,9,9,30,0
23.16,20.27,991.59,3,3,9,9,40,0
23.26,20.27,1056.78,3,3,9,9,50,0
23.37,20.21,1071.77,3,3,9,10,0,0
23.49,20.38,1190.54,3,3,9,10,10,0
23.6,20.44,1013.77,3,3,9,10,20,0
23.68,20.47,1188.57,3,3,9,10,30,0
23.73,20.37,1051.72,3,3,9,10,40,0
23.78,20.4,1144.22,3,3,9,10,50,0
24.03,20.5,1119.03,3,3,9,11,0,0
24.25,20.62,1061.82,3,3,9,11,10,0
24.59,20.85,1064.05,3,3,9,11,20,0
24.86,20.78,1029.77,3,3,9,11,30,0
25.09,20.96,1029.98,3,3,9,11,40,0
25.36,20.99,1198.1,3,3,9,11,50,0
25.59,21.16,1061.95,3,3,9,12,0,0
25.81,21.21,1187.38,3,3,9,12,10,0
26.09,21.24,1079.24,3,3,9,12,20,0
26.26,21.32,1198.01,3,3,9,12,30,0
